id,school_id,school_name,school_city,school_state,school_country,date,date_precision,location,affected_communities,category,summary,source_ids,source_types,source_titles,source_publishers,source_urls,institutional_response,response_depth,response_date,legal_status,verification_status,confidence,review_tier,tags,created_at,updated_at,record_hash
evt_2026_1789,bridgewater_state_university,Bridgewater State University,BRIDGEWATER,MA,US,2023-01-01,year,"BRIDGEWATER, MA",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Bridgewater State University: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac23,2026-06-03,2026-06-03,sha256:a79c6a4c50d97e09a34dc1dbdab409398c59402d0851c7ef80352a44bee62bb3
evt_2026_1790,johns_hopkins_university,Johns Hopkins University,Baltimore,MD,US,2023-01-01,year,"BALTIMORE, MD",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Johns Hopkins University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac23,2026-06-03,2026-06-03,sha256:902e11ac4c9a38a870511c0c41ae6e6a98ecd05847eb904d567544e76a5f4f35
evt_2026_1791,stockton_university,Stockton University,Galloway,NJ,US,2022-01-01,year,"Galloway, NJ",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Stockton University: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel22,2026-06-03,2026-06-03,sha256:469992be280c3799ddc0a9dea7ddd49f9bdacbbb2ead251dbd8358bf918bd1f6
evt_2026_1792,the_new_school,The New School,New York,NY,US,2024-01-01,year,"NEW YORK, NY",Race,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for The New School: Destruction/damage/vandalism characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rac24,2026-06-03,2026-06-03,sha256:5c2a0343705db5089eaa4df23029be6c25e3c2550b4ef15e7917db94a159ec99
evt_2026_1793,ohio_state_university_main_campus,Ohio State University-Main Campus,COLUMBUS,OH,US,2024-01-01,year,"COLUMBUS, OH",National origin,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Ohio State University-Main Campus: Destruction/damage/vandalism characterized by National origin.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-nat24,2026-06-03,2026-06-03,sha256:b5c3fa6423dabf318205adfb7c271297014780ab293aa625cde6426f87ce423c
evt_2026_1794,oregon_state_university,Oregon State University,Corvallis,OR,US,2023-01-01,year,"Corvallis, OR",Religion,Other source-backed civil rights event,ED campus safety data listed one reported on-campus hate-crime statistic for Oregon State University: Larceny-theft characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; lar-t-rel23,2026-06-03,2026-06-03,sha256:af8dc99429dc4a1d0105956f4e70bd7853389b206e83387644c1e2aaf41e077f
evt_2026_1795,pennsylvania_college_of_art_and_design,Pennsylvania College of Art and Design,LANCASTER,PA,US,2022-01-01,year,"LANCASTER, PA",Gender,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for Pennsylvania College of Art and Design: Intimidation characterized by Gender.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-gen22,2026-06-03,2026-06-03,sha256:26fa50e2eb445de0839d46776719604fe3ed7239ee53777e9eea38bce2d41f30
evt_2026_1796,texas_southern_university,Texas Southern University,HOUSTON,TX,US,2022-01-01,year,"HOUSTON, TX",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Texas Southern University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac22,2026-06-03,2026-06-03,sha256:109b8cece3046b38124faa6b85ffbcbb97b3c210c8528dcfc0e5077fe5b1900f
evt_2026_1797,virginia_commonwealth_university,Virginia Commonwealth University,Richmond,VA,US,2023-01-01,year,"Richmond, VA",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Virginia Commonwealth University: Simple assault characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rel23,2026-06-03,2026-06-03,sha256:f4ad5985311202d5a45e5eecb57ad76c962b8cbb08ba70a1d72f3ff83323dacb
evt_2026_1798,western_washington_university,Western Washington University,Bellingham,WA,US,2022-01-01,year,"Bremerton, WA",Gender,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Western Washington University: Intimidation characterized by Gender.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-gen22,2026-06-03,2026-06-03,sha256:b0796d4709ef24ba2269f87675469e5b8883c10253662fcc6fe04e532454c020
evt_2026_1799,santa_clara_university,Santa Clara University,SANTA CLARA,CA,US,2024-01-01,year,"SANTA CLARA, CA",Students with disabilities,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Santa Clara University: Intimidation characterized by Students with disabilities.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-dis24,2026-06-03,2026-06-03,sha256:f99d0e1acf094547f782205e87d3579372933bc567595f6d50f6949f042d0105
evt_2026_1800,metropolitan_state_university_of_denver,Metropolitan State University of Denver,DENVER,CO,US,2023-01-01,year,"DENVER, CO",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Metropolitan State University of Denver: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel23,2026-06-03,2026-06-03,sha256:b8f8183c6e1566fb00c666c252aed0f3121d91557df0505a41ddfc60e97dfe73
evt_2026_1801,university_of_illinois_chicago,University of Illinois Chicago,Chicago,IL,US,2023-01-01,year,"Chicago, IL",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Illinois Chicago: Simple assault characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; sim-a-rac23,2026-06-03,2026-06-03,sha256:ec46e8bb30d9a905e624d96d2ddd7f15fa4ba39539b677334e5a3d56605ff39d
evt_2026_1802,northeastern_university,Northeastern University,BOSTON,MA,US,2023-01-01,year,"BOSTON, MA",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Northeastern University: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex23,2026-06-03,2026-06-03,sha256:efdbb324cd6e5926ac56e0a10dc6fe67350526abce5fd3bbe1908e1ee7c23436
evt_2026_1803,university_of_maryland_college_park,University of Maryland-College Park,COLLEGE PARK,MD,US,2023-01-01,year,"COLLEGE PARK, MD",LGBTQ+,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for University of Maryland-College Park: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex23,2026-06-03,2026-06-03,sha256:e2f211e69ae22618b562649964ec7854808ffcc090d76dd0cf106ae86eee3f01
evt_2026_1804,seton_hall_university,Seton Hall University,South Orange,NJ,US,2022-01-01,year,"South Orange, NJ",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Seton Hall University: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel22,2026-06-03,2026-06-03,sha256:221719036080b5b69347a53b4b8c8892d5a09d1c4a6d2fc7c9778efc0ff3f42c
evt_2026_1805,ulster_county_community_college,Ulster County Community College,STONE RIDGE,NY,US,2024-01-01,year,"STONE RIDGE, NY",Gender,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Ulster County Community College: Intimidation characterized by Gender.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-gen24,2026-06-03,2026-06-03,sha256:658af08ac271f05a56b33211ba588d4b3da1f2287e8bab96e44685d03f14ce52
evt_2026_1806,ohio_university_main_campus,Ohio University-Main Campus,ATHENS,OH,US,2022-01-01,year,"ATHENS, OH",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Ohio University-Main Campus: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex22,2026-06-03,2026-06-03,sha256:bbe3109e33f400930fc4408edeb7dd78b41fa348fa8142a8a18e0f0e4fb95c46
evt_2026_1807,portland_state_university,Portland State University,Portland,OR,US,2023-01-01,year,"PORTLAND, OR",Ethnicity,Vandalism,ED campus safety data listed 2 reported on-campus hate-crime statistics for Portland State University: Destruction/damage/vandalism characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-et23,2026-06-03,2026-06-03,sha256:0bdfd331d9b4daf4af171bbaa3be2fa22dc956a57f2d932f621d83c5cdf3a320
evt_2026_1808,pennsylvania_state_university_penn_state_hazleton,Pennsylvania State University-Penn State Hazleton,HAZLETON,PA,US,2022-01-01,year,"HAZLETON, PA",LGBTQ+,Harassment or threat,ED campus safety data listed 2 reported on-campus hate-crime statistics for Pennsylvania State University-Penn State Hazleton: Intimidation characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-sex22,2026-06-03,2026-06-03,sha256:b18ef902653b7a93ca767adee89b8fcaaff1294ed8b8034218cab2f74fa55a07
evt_2026_1809,weatherford_college,Weatherford College,WEATHERFORD,TX,US,2022-01-01,year,"WEATHERFORD, TX",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Weatherford College: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac22,2026-06-03,2026-06-03,sha256:bf14e9761e84a6b8d40f3532fb7d31bac91644bd9c334b2ccb17242bc1f3c868
evt_2026_1810,emory_and_henry_university,Emory & Henry University,Emory,VA,US,2022-01-01,year,"Emory, VA",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Emory & Henry University: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac22,2026-06-03,2026-06-03,sha256:d2a056aa8cfeec7ef5329489c8ca81a7e4380772e47e29e51fe880aa11ab8803
evt_2026_1811,the_evergreen_state_college,The Evergreen State College,OLYMPIA,WA,US,2023-01-01,year,"OLYMPIA, WA",National origin,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for The Evergreen State College: Destruction/damage/vandalism characterized by National origin.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-nat23,2026-06-03,2026-06-03,sha256:bcf1d99e3360db101056f74bfd2bc45128139a1118699a3389f11b0cee9d8855
evt_2026_1812,santa_monica_college,Santa Monica College,Santa Monica,CA,US,2024-01-01,year,"SANTA MONICA, CA",Race,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Santa Monica College: Intimidation characterized by Race.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rac24,2026-06-03,2026-06-03,sha256:a48122853c5794e108e91d31555e0078228e5a8907352eb449455e6b2dfe82d2
evt_2026_1813,university_of_colorado_denver_anschutz_medical_campus,University of Colorado Denver/Anschutz Medical Campus,DENVER,CO,US,2023-01-01,year,"DENVER, CO",LGBTQ+,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for University of Colorado Denver/Anschutz Medical Campus: Destruction/damage/vandalism characterized by LGBTQ+.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-sex23,2026-06-03,2026-06-03,sha256:56a3601c7923302bd6140a3a60c0f3f86cf5e442564027f29dfc1c49bad5e22d
evt_2026_1814,northeastern_illinois_university,Northeastern Illinois University,CHICAGO,IL,US,2023-01-01,year,"CHICAGO, IL",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Northeastern Illinois University: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel23,2026-06-03,2026-06-03,sha256:aa5da2bdf8ec398297e5e7c6e3a3973a5224b4a9534f5e8f1c1526fc0910f01e
evt_2026_1815,simmons_university,Simmons University,BOSTON,MA,US,2023-01-01,year,"BOSTON, MA",Religion,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Simmons University: Intimidation characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2023-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-rel23,2026-06-03,2026-06-03,sha256:68e8e02b075244531de9e61f52d7e038c020ebfe97a3893346936357c7c0cea1
evt_2026_1816,community_college_of_baltimore_county,Community College of Baltimore County,Catonsville,MD,US,2022-01-01,year,"Catonsville, MD",Ethnicity,Harassment or threat,ED campus safety data listed one reported on-campus hate-crime statistic for Community College of Baltimore County: Intimidation characterized by Ethnicity.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2022-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; intim-et22,2026-06-03,2026-06-03,sha256:0c0f5d541eb8d4d87a7215b4e84733276a747b8fc35f3e140afbaa9bfeb999e1
evt_2026_1817,rutgers_university_new_brunswick,Rutgers University-New Brunswick,NEW BRUNSWICK,NJ,US,2024-01-01,year,"NEW BRUNSWICK, NJ",Religion,Vandalism,ED campus safety data listed one reported on-campus hate-crime statistic for Rutgers University-New Brunswick: Destruction/damage/vandalism characterized by Religion.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; vandal-rel24,2026-06-03,2026-06-03,sha256:8ec11a758019ce0252ba546784bb9126d0e87ae8b662a3e294b2eb49593e9590
evt_2026_1818,union_college,Union College,Schenectady,NY,US,2024-01-01,year,"SCHENECTADY, NY",National origin,Other source-backed civil rights event,ED campus safety data listed one reported on-campus hate-crime statistic for Union College: Larceny-theft characterized by National origin.,src_ed_campus_safety_2025_hate_crime_data_files,Government dataset,Campus Safety and Security Data Analysis Cutting Tool 2025 Excel data files,U.S. Department of Education Office of Postsecondary Education,https://ope.ed.gov/campussafety/api/dataFiles/file?fileName=Crime2025EXCEL.zip,"The record summarizes a Department of Education Clery/campus-safety dataset cell and does not independently evaluate investigative, disciplinary, or institutional response outcomes.",,2024-01-01,Reported in Department of Education campus safety hate-crime statistics,Verified from public source,Medium,internally_certified,ed-campus-safety-data; clery; hate-crime-statistics; on-campus; lar-t-nat24,2026-06-03,2026-06-03,sha256:d0dfd3093a59ccd4373e5b0a1a3c2aa50f29a59d44ec183180736b5594000cff
